id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
candidate57	10	0.012086	0.049678	0.800725	31	2	0.02846	0.30936	0.5568	1.0	280	3	0.02846
candidate678	10	0.013933	0.054778	0.800725	32	2	0.57534	0.0049946	0.016667	0.565391	18	7	0.57534
TSSCDH4	4	0.014586	0.034378	0.67869	33	2	-0.17161	0.68822	0.69082	1.0	440	1	-0.17161
PRDM1	5	0.014692	0.035705	0.68286	34	4	-0.66734	0.99343	0.99641	1.0	545	0	-0.66734
candidate797	10	0.015195	0.055818	0.800725	35	4	0.0084802	0.42908	0.65513	1.0	346	3	0.0084802
candidate564	10	0.015195	0.055818	0.800725	36	5	-0.72979	0.64001	0.81251	1.0	427	2	-0.72979
candidate523	10	0.015523	0.057006	0.800725	37	5	-0.28861	0.31453	0.56008	1.0	285	2	-0.28861
candidate757	9	0.016069	0.054035	0.800725	38	3	-0.088357	0.12587	0.28291	1.0	164	4	-0.088357
candidate514	10	0.016761	0.058284	0.800725	39	4	-0.2033	0.29814	0.53944	1.0	271	2	-0.2033
candidate636	9	0.018022	0.056021	0.800725	40	5	-1.0162	0.6952	0.80971	1.0	441	1	-1.0162
candidate690	10	0.018092	0.060076	0.800725	41	3	-0.42263	0.043075	0.13022	0.902115	81	1	-0.42263
candidate727	10	0.018131	0.060076	0.800725	42	5	-0.47278	0.18062	0.38048	1.0	200	3	-0.47278
candidate673	10	0.018191	0.060076	0.800725	43	6	-0.62631	0.24106	0.46402	1.0	238	4	-0.62631
candidate68	10	0.019384	0.064146	0.812182	44	6	-0.61513	0.79945	0.88434	1.0	471	2	-0.61513
candidate746	10	0.019467	0.064146	0.812182	45	2	-0.037214	0.37734	0.612	1.0	323	2	-0.037214
candidate573	9	0.019754	0.059195	0.800725	46	6	-0.44673	0.95264	0.95622	1.0	530	1	-0.44673
candidate575	9	0.019954	0.060185	0.800725	47	5	-0.37208	0.12009	0.27594	1.0	158	2	-0.37208
NHP2L1	4	0.02061	0.052273	0.800725	48	3	-1.0631	0.29896	0.42232	1.0	273	1	-1.0631
candidate521	10	0.020788	0.066355	0.812182	49	4	-0.17884	0.30761	0.54786	1.0	279	2	-0.17884
candidate681	9	0.022487	0.065295	0.812182	50	1	0.25599	0.23799	0.45579	1.0	234	3	0.25599
candidate792	9	0.023873	0.068226	0.818717	51	4	-0.25859	0.59244	0.759	1.0	411	2	-0.25859
RNF111	10	0.023954	0.07045	0.829138	52	4	-0.073007	0.09381	0.23161	0.993504	137	3	-0.073007
candidate536	10	0.02678	0.076594	0.83558	53	3	0.41906	0.014463	0.059566	0.736584	35	5	0.41906
candidate786	10	0.027764	0.077198	0.83558	54	4	-0.048385	0.69538	0.83444	1.0	442	2	-0.048385
candidate555	10	0.028271	0.079179	0.83558	55	6	-0.51065	0.97754	0.98173	1.0	538	0	-0.51065
candidate725	9	0.028276	0.085557	0.870889	56	4	-0.085495	0.30569	0.52138	1.0	277	1	-0.085495
CLSTN2	10	0.028602	0.079179	0.83558	57	3	-0.083587	0.67559	0.82159	1.0	436	1	-0.083587
candidate695	10	0.029164	0.079189	0.83558	58	2	0.075476	0.043075	0.13022	0.902115	82	3	0.075476
candidate591	10	0.030293	0.085794	0.870889	59	6	-0.79443	0.31635	0.56103	1.0	286	3	-0.79443
candidate609	10	0.031175	0.09953	0.87803	60	5	-0.21687	0.95846	0.96188	1.0	532	1	-0.21687
candidate733	10	0.032268	0.10136	0.87803	61	4	-0.11778	0.054065	0.14083	0.902115	94	4	-0.11778
GRIA2	4	0.032492	0.073381	0.83558	62	3	-0.99332	0.55042	0.58661	1.0	396	1	-0.99332
candidate643	10	0.033146	0.10184	0.87803	63	2	-0.046401	0.050238	0.13723	0.902115	90	4	-0.046401
candidate602	10	0.033146	0.10184	0.87803	64	2	-0.098217	0.46145	0.67601	1.0	362	2	-0.098217
TSSGLTSCR2	5	0.034104	0.086804	0.870889	65	3	-0.50441	0.56316	0.64818	1.0	399	1	-0.50441
candidate677	10	0.034518	0.10289	0.87803	66	3	0.14922	0.72714	0.84799	1.0	445	2	0.14922
candidate977	9	0.037523	0.12051	0.87803	67	4	0.23934	0.2119	0.41679	1.0	221	4	0.23934
candidate937	10	0.037556	0.10686	0.87803	68	6	-0.48633	0.86784	0.92306	1.0	498	1	-0.48633
candidate606	10	0.037556	0.10686	0.87803	69	6	-0.45573	0.52522	0.71966	1.0	386	2	-0.45573
candidate58	10	0.03808	0.11916	0.87803	70	4	0.011418	0.091059	0.22874	0.993504	133	4	0.011418
RAMP1	10	0.03808	0.11916	0.87803	71	5	-0.35651	0.45553	0.66992	1.0	359	1	-0.35651
candidate64	10	0.03808	0.11916	0.87803	72	3	-0.24217	0.60258	0.79329	1.0	412	1	-0.24217
candidate984	10	0.03808	0.11916	0.87803	73	5	-0.45046	0.57313	0.76493	1.0	404	2	-0.45046
TSSOR5V1	5	0.041878	0.099876	0.87803	74	3	-0.59984	0.65858	0.69393	1.0	430	1	-0.59984
candidate767	10	0.045413	0.14021	0.944792	75	5	-0.35147	0.99848	0.9995	1.0	551	0	-0.35147
candidate658	10	0.045907	0.14157	0.944792	76	4	-0.1978	0.1092	0.26234	1.0	150	4	-0.1978
candidate627	10	0.046663	0.14341	0.944792	77	4	0.28198	0.0023037	0.0092642	0.459798	9	4	0.28198
SLC24A1	5	0.046772	0.10641	0.87803	78	2	-0.17352	0.098435	0.19559	0.957624	143	2	-0.17352
candidate684	10	0.047686	0.1439	0.944792	79	5	-0.45377	0.51208	0.71099	1.0	380	3	-0.45377
candidate741	10	0.048583	0.14441	0.944792	80	4	0.34315	0.036804	0.11549	0.901629	76	6	0.34315
RPL13	10	0.048772	0.14442	0.944792	81	3	0.33015	0.12277	0.29248	1.0	161	4	0.33015
candidate518	10	0.049913	0.14683	0.944792	82	2	0.18808	0.03843	0.1178	0.901629	78	5	0.18808
TSSTGFB1	5	0.049917	0.11029	0.87803	83	3	-0.56803	0.35853	0.48936	1.0	312	1	-0.56803
candidate957	10	0.0501	0.14716	0.944792	84	4	-0.1502	0.41842	0.64727	1.0	342	3	-0.1502
candidate588	9	0.050966	0.1445	0.944792	85	3	-0.083086	0.74798	0.84889	1.0	453	1	-0.083086
TSSAAVS1	21	0.051509	0.17208	0.952488	86	7	-0.073739	0.52327	0.8026	1.0	384	5	-0.073739
TSSEIF3G	5	0.052414	0.11211	0.87803	87	2	-0.23894	0.95549	0.97471	1.0	531	0	-0.23894
RPS15A	5	0.052414	0.11211	0.87803	88	2	-0.081367	0.010704	0.03108	0.736584	24	2	-0.081367
ATR	5	0.052414	0.11211	0.87803	89	2	-0.434	0.91103	0.92583	1.0	513	0	-0.434
TSSPLK1	5	0.0535	0.11336	0.87803	90	2	-0.078655	0.0014013	0.0038671	0.394444	6	1	-0.078655
NF1	4	0.053841	0.12027	0.87803	91	2	-0.56025	0.62404	0.637	1.0	422	1	-0.56025
candidate796	10	0.05441	0.15523	0.952488	92	5	-0.2837	0.81208	0.89632	1.0	476	2	-0.2837
EIF5B	5	0.054977	0.11643	0.87803	93	3	-0.65871	0.79931	0.80564	1.0	470	1	-0.65871
WT1	5	0.054977	0.11643	0.87803	94	3	-0.65871	0.77451	0.77717	1.0	463	1	-0.65871
RRM2B	5	0.054977	0.11643	0.87803	95	3	-1.0899	0.8062	0.81508	1.0	474	1	-1.0899
candidate525	10	0.056723	0.16747	0.952488	96	4	-0.24597	0.53555	0.72896	1.0	388	3	-0.24597
CLSTN3	5	0.059964	0.12357	0.889733	97	2	-0.27406	0.60971	0.67036	1.0	414	1	-0.27406
candidate567	10	0.060893	0.17378	0.952488	98	4	-0.28299	0.49716	0.69953	1.0	373	3	-0.28299
candidate507	10	0.061609	0.17449	0.952488	99	3	-0.071732	0.1407	0.33474	1.0	171	2	-0.071732
candidate62	10	0.061609	0.17449	0.952488	100	3	0.073705	0.30555	0.54533	1.0	275	4	0.073705
candidate566	10	0.062658	0.1778	0.952488	101	4	0.079961	0.81655	0.89986	1.0	481	2	0.079961
TSSTGFBR2	4	0.062777	0.14002	0.944792	102	1	-0.079419	0.82533	0.84927	1.0	488	0	-0.079419
candidate616	10	0.06442	0.17854	0.952488	103	3	-0.0040011	0.017619	0.065662	0.736584	43	3	-0.0040011
candidate97	10	0.064684	0.17988	0.952488	104	5	-0.52757	0.26191	0.48648	1.0	251	3	-0.52757
candidate597	10	0.06537	0.18122	0.952488	105	2	-0.21678	0.96704	0.97059	1.0	535	1	-0.21678
TSSRBM5	5	0.066518	0.1482	0.944792	106	3	-0.45793	0.50725	0.63007	1.0	378	1	-0.45793
candidate964	10	0.069606	0.19872	0.952488	107	4	-0.084291	0.731	0.84846	1.0	446	2	-0.084291
candidate997	10	0.069606	0.19872	0.952488	108	4	-0.27678	0.49577	0.69952	1.0	371	2	-0.27678
RPL37	10	0.069689	0.19912	0.952488	109	2	-0.013957	0.21435	0.41937	1.0	222	3	-0.013957
candidate708	10	0.070868	0.19949	0.952488	110	5	-0.45797	0.82027	0.90116	1.0	483	2	-0.45797
candidate549	10	0.072313	0.19985	0.952488	111	1	0.4882	0.023519	0.076485	0.804931	55	6	0.4882
candidate594	10	0.073468	0.20229	0.952488	112	5	-0.50428	0.88504	0.92643	1.0	502	1	-0.50428
candidate52	9	0.073837	0.1904	0.952488	113	4	-0.45793	0.38471	0.59026	1.0	326	2	-0.45793
candidate933	9	0.073837	0.1904	0.952488	114	2	-0.047195	0.32373	0.53784	1.0	291	3	-0.047195
candidate75	10	0.076673	0.20368	0.952488	115	2	-0.19126	0.58767	0.77732	1.0	408	3	-0.19126
candidate515	10	0.076673	0.20368	0.952488	116	2	0.15703	0.067434	0.18747	0.957624	105	5	0.15703
candidate705	9	0.076798	0.19436	0.952488	117	5	-0.48942	0.90417	0.91899	1.0	510	1	-0.48942
candidate742	10	0.07803	0.2044	0.952488	118	4	-0.21305	0.49272	0.69249	1.0	370	3	-0.21305
BRCA2	5	0.078241	0.16893	0.952488	119	2	-0.20793	0.08176	0.17098	0.957624	122	2	-0.20793
candidate508	10	0.07851	0.20441	0.952488	120	5	-0.46366	0.58851	0.78275	1.0	409	1	-0.46366
candidate736	10	0.07851	0.20441	0.952488	121	5	-0.17316	0.79571	0.88214	1.0	469	1	-0.17316
candidate590	10	0.080147	0.20623	0.952488	122	5	-0.23316	0.22139	0.42382	1.0	227	3	-0.23316
candidate601	9	0.080592	0.20074	0.952488	123	4	-0.30269	0.40411	0.60653	1.0	332	1	-0.30269
candidate524	10	0.080652	0.20778	0.952488	124	4	-0.24929	0.63438	0.81032	1.0	425	1	-0.24929
RNF43	5	0.081079	0.17754	0.952488	125	3	-0.56803	0.62997	0.68071	1.0	424	1	-0.56803
RPS26	10	0.08195	0.20855	0.952488	126	5	-0.61974	0.30954	0.55724	1.0	281	1	-0.61974
candidate60	10	0.08195	0.20855	0.952488	127	5	-0.23406	0.034053	0.10657	0.88145	72	4	-0.23406
candidate714	9	0.08261	0.20837	0.952488	128	4	-0.40822	0.91095	0.92391	1.0	512	1	-0.40822
AKT1	5	0.08439	0.17904	0.952488	129	3	-0.58999	0.83053	0.84502	1.0	491	0	-0.58999
ABCA13	5	0.084397	0.18188	0.952488	130	1	-0.085495	0.4298	0.57136	1.0	347	2	-0.085495
candidate528	10	0.089254	0.21666	0.953913	131	4	0.37006	0.20555	0.4051	1.0	218	4	0.37006
candidate675	10	0.089254	0.21666	0.953913	132	3	-0.28859	0.18415	0.38557	1.0	204	2	-0.28859
candidate667	10	0.089254	0.21666	0.953913	133	2	-0.013061	0.32161	0.56898	1.0	290	4	-0.013061
candidate511	10	0.089254	0.21666	0.953913	134	2	-0.24079	0.91905	0.93802	1.0	516	1	-0.24079
candidate503	10	0.089254	0.21666	0.953913	135	5	-0.47149	0.81168	0.895	1.0	475	1	-0.47149
candidate98	10	0.090111	0.21831	0.954307	136	3	0.32636	0.089226	0.22373	0.993504	129	5	0.32636
candidate947	10	0.091015	0.22189	0.957853	137	5	-0.31973	0.38763	0.61458	1.0	329	2	-0.31973
candidate517	10	0.091356	0.22764	0.963093	138	4	-0.025449	0.2537	0.47988	1.0	243	3	-0.025449
candidate78	10	0.091356	0.22764	0.963093	139	3	0.46123	0.025134	0.082378	0.805292	58	6	0.46123
SNAPC5	5	0.093075	0.19167	0.952488	140	3	-0.40227	0.35853	0.48936	1.0	313	1	-0.40227
candidate763	10	0.094925	0.23643	0.964953	141	4	-0.31629	0.48042	0.68969	1.0	367	2	-0.31629
RPS7	10	0.098584	0.24124	0.964953	142	5	-0.48868	0.069689	0.19047	0.957624	109	1	-0.48868
E2F2	5	0.099274	0.1991	0.952488	143	3	-0.61714	0.88911	0.90774	1.0	503	0	-0.61714
candidate632	10	0.099895	0.24302	0.964953	144	3	-0.14199	0.40413	0.63925	1.0	333	3	-0.14199
candidate772	10	0.10092	0.24433	0.964953	145	5	-0.33458	0.52101	0.71721	1.0	383	2	-0.33458
TSSCLEC2B	5	0.10196	0.20116	0.952488	146	2	-0.24419	0.89911	0.91729	1.0	506	0	-0.24419
TSSPLXNB2	5	0.10199	0.20116	0.952488	147	3	-0.36488	0.22465	0.36371	1.0	228	2	-0.36488
candidate955	10	0.10373	0.24434	0.964953	148	4	-0.20377	0.18415	0.38557	1.0	202	2	-0.20377
candidate577	10	0.1082	0.24713	0.964953	149	3	-0.24778	0.46027	0.67456	1.0	361	2	-0.24778
candidate593	10	0.10836	0.24713	0.964953	150	2	-0.071571	0.6824	0.82268	1.0	438	2	-0.071571
candidate65	10	0.10873	0.24967	0.964953	151	3	-0.081883	0.072603	0.19255	0.957624	111	2	-0.081883
FHOD3	9	0.11069	0.26037	0.964953	152	4	0.015977	0.09269	0.23583	0.993504	134	2	0.015977
candidate717	10	0.11308	0.2539	0.964953	153	5	-0.42047	0.008381	0.029932	0.736584	22	1	-0.42047
RPS9	10	0.11412	0.2583	0.964953	154	4	-0.19969	0.058671	0.15881	0.957624	99	4	-0.19969
candidate722	10	0.11412	0.2583	0.964953	155	4	-0.16819	0.24579	0.47304	1.0	240	4	-0.16819
candidate51	10	0.11472	0.2621	0.964953	156	5	-0.26443	0.045413	0.13226	0.902115	86	4	-0.26443
TSSSRGAP2	5	0.11596	0.22225	0.957853	157	3	-0.38605	0.98708	0.99375	1.0	541	0	-0.38605
RPL34	9	0.11811	0.26378	0.964953	158	3	-0.31056	0.96418	0.96865	1.0	534	0	-0.31056
TSSRPL3	5	0.11871	0.22818	0.963093	159	2	-0.39913	0.81229	0.82176	1.0	478	1	-0.39913
candidate794	10	0.11904	0.29147	1.0	160	5	-0.33581	0.08706	0.22225	0.993504	125	1	-0.33581
TSSNFE2L2	5	0.12103	0.23304	0.963698	161	3	-0.37818	0.054394	0.11786	0.901629	95	1	-0.37818
NFE2L2	5	0.12377	0.23305	0.963698	162	2	-0.035086	0.16536	0.3127	1.0	191	2	-0.035086
TSSRRM2B	5	0.12415	0.23305	0.963698	163	2	-0.19203	0.90052	0.91979	1.0	508	0	-0.19203
candidate665	10	0.12508	0.29645	1.0	164	3	0.15258	0.18415	0.38557	1.0	203	2	0.15258
candidate633	10	0.1261	0.29646	1.0	165	4	-0.29519	0.93816	0.94773	1.0	524	1	-0.29519
candidate715	10	0.12663	0.29646	1.0	166	5	-0.39606	0.83335	0.91309	1.0	492	1	-0.39606
TSSSPHK1	5	0.12797	0.24151	0.964953	167	3	-0.53194	0.91726	0.93367	1.0	515	0	-0.53194
candidate510	9	0.13048	0.28456	1.0	168	3	0.35873	0.052571	0.14151	0.902115	93	3	0.35873
candidate664	10	0.13154	0.304	1.0	169	4	0.1659	0.15286	0.3526	1.0	184	3	0.1659
candidate541	10	0.13211	0.30444	1.0	170	4	-0.32045	0.68392	0.82268	1.0	439	2	-0.32045
SESN2	5	0.13213	0.25018	0.964953	171	2	-0.12912	0.72075	0.73559	1.0	444	1	-0.12912
candidate719	9	0.13277	0.29273	1.0	172	2	0.46886	0.044724	0.11334	0.901629	83	5	0.46886
candidate539	10	0.13361	0.30597	1.0	173	4	-0.052018	0.34869	0.5975	1.0	304	3	-0.052018
candidate770	10	0.13645	0.30819	1.0	174	4	-0.25629	0.015756	0.06068	0.736584	38	4	-0.25629
TSSATR	5	0.1384	0.25713	0.964953	175	3	-0.45896	0.81229	0.82176	1.0	477	1	-0.45896
candidate978	10	0.13869	0.31121	1.0	176	4	-0.2025	0.081013	0.20315	0.970143	119	4	-0.2025
candidate624	10	0.14084	0.32149	1.0	177	3	0.036529	0.37244	0.60788	1.0	321	3	0.036529
TP53	5	0.14242	0.25969	0.964953	178	3	-0.27849	0.58163	0.65612	1.0	407	1	-0.27849
candidate653	10	0.14395	0.3215	1.0	179	4	-0.16449	0.28612	0.51877	1.0	265	2	-0.16449
candidate599	9	0.14676	0.31633	1.0	180	1	0.62923	9.3899e-05	0.0005001	0.306061	1	5	0.62923
TSSEHMT2	5	0.1478	0.26356	0.964953	181	3	-0.42833	0.15731	0.30651	1.0	186	2	-0.42833
candidate90	10	0.14845	0.33106	1.0	182	3	0.31253	0.0503	0.13786	0.902115	91	4	0.31253
TSSLCP1	5	0.14875	0.26489	0.964953	183	3	-0.36137	0.017174	0.042974	0.736584	41	1	-0.36137
candidate711	10	0.1498	0.33176	1.0	184	3	-0.021893	0.46527	0.67746	1.0	363	3	-0.021893
candidate745	10	0.1498	0.33176	1.0	185	3	0.3574	0.27881	0.50989	1.0	262	4	0.3574
ASAP	10	0.1498	0.33176	1.0	186	4	-0.25277	0.069101	0.18997	0.957624	108	3	-0.25277
candidate99	10	0.1498	0.33176	1.0	187	4	-0.05737	0.10307	0.25151	1.0	146	4	-0.05737
candidate500	9	0.15028	0.32127	1.0	188	4	-0.042174	0.47016	0.66835	1.0	364	1	-0.042174
candidate932	10	0.15278	0.33459	1.0	189	4	-0.23235	0.29124	0.53021	1.0	268	2	-0.23235
candidate649	6	0.15494	0.28981	1.0	190	1	-0.2464	0.30564	0.47649	1.0	276	1	-0.2464
candidate756	10	0.15574	0.33561	1.0	191	3	-0.20385	0.87973	0.92611	1.0	501	1	-0.20385
candidate574	10	0.15898	0.33785	1.0	192	4	-0.16117	0.67286	0.82159	1.0	433	1	-0.16117
unknown2345	10	0.16167	0.34257	1.0	193	3	-0.2366	0.82027	0.90116	1.0	484	2	-0.2366
candidate63	10	0.16167	0.34257	1.0	194	4	0.26542	0.012019	0.054897	0.736584	28	4	0.26542
candidate608	10	0.16442	0.34881	1.0	195	4	-0.17611	0.95251	0.95578	1.0	528	1	-0.17611
candidate50	9	0.16914	0.3416	1.0	196	3	0.11522	0.37204	0.58598	1.0	320	3	0.11522
candidate635	10	0.16978	0.35499	1.0	197	3	-0.15793	0.39362	0.62613	1.0	331	2	-0.15793
candidate697	10	0.17376	0.35951	1.0	198	4	-0.074089	0.26977	0.49824	1.0	255	2	-0.074089
candidate782	10	0.17376	0.35951	1.0	199	4	-0.32569	0.20452	0.4051	1.0	215	1	-0.32569
candidate587	10	0.18012	0.36494	1.0	200	4	0.0023088	0.034053	0.10657	0.88145	73	2	0.0023088
candidate735	10	0.1814	0.36673	1.0	201	2	0.0085097	0.60742	0.79408	1.0	413	2	0.0085097
candidate726	9	0.18189	0.35887	1.0	202	3	-0.10612	0.87015	0.90688	1.0	499	1	-0.10612
candidate585	10	0.18208	0.36852	1.0	203	2	0.1	0.25443	0.48328	1.0	244	4	0.1
candidate666	10	0.18208	0.36852	1.0	204	3	-0.086243	0.82399	0.90331	1.0	486	1	-0.086243
TSSHNRNPM	5	0.18227	0.2976	1.0	205	2	0.095763	0.82631	0.84116	1.0	489	0	0.095763
TSSABCA13	5	0.18585	0.3042	1.0	206	1	0.092885	0.24024	0.37928	1.0	237	2	0.092885
ADAMTSL3	10	0.1882	0.37393	1.0	207	4	-0.22817	0.40952	0.63926	1.0	339	3	-0.22817
candidate790	10	0.18917	0.37393	1.0	208	2	-0.08666	0.28373	0.51826	1.0	264	3	-0.08666
candidate764	6	0.18924	0.32556	1.0	209	2	0.20589	0.28793	0.45935	1.0	267	2	0.20589
XPA	5	0.1902	0.3042	1.0	210	2	-0.39892	0.90329	0.92108	1.0	509	0	-0.39892
candidate739	10	0.19149	0.37676	1.0	211	2	-0.021125	0.14558	0.34598	1.0	177	2	-0.021125
candidate647	10	0.19464	0.37677	1.0	212	3	0.028854	0.85719	0.92045	1.0	496	1	0.028854
candidate676	10	0.19635	0.38007	1.0	213	4	0.15783	0.31379	0.55912	1.0	284	4	0.15783
FAM188A	5	0.19986	0.30937	1.0	214	2	-0.049209	0.38336	0.51506	1.0	325	1	-0.049209
DMD	10	0.20192	0.3963	1.0	215	4	-0.31472	0.75111	0.85799	1.0	455	1	-0.31472
candidate728	10	0.2043	0.39968	1.0	216	2	0.22726	0.071031	0.1912	0.957624	110	4	0.22726
candidate70	10	0.20572	0.40466	1.0	217	3	0.073872	0.13224	0.30969	1.0	166	5	0.073872
candidate941	9	0.20898	0.39006	1.0	218	4	-0.44613	0.3874	0.59347	1.0	328	3	-0.44613
TSSALDH16A1	5	0.20936	0.32333	1.0	219	1	0.29779	0.33728	0.46941	1.0	295	2	0.29779
candidate604	10	0.20983	0.40822	1.0	220	2	0.0060373	0.25834	0.48471	1.0	247	2	0.0060373
candidate506	10	0.21133	0.40822	1.0	221	2	0.1916	0.012909	0.055838	0.736584	31	4	0.1916
TSSMSMO1	5	0.21284	0.32661	1.0	222	1	0.0907	0.73847	0.75133	1.0	448	1	0.0907
candidate625	10	0.21285	0.40823	1.0	223	2	0.18064	0.074629	0.1949	0.957624	114	5	0.18064
candidate650	10	0.2147	0.40966	1.0	224	4	-0.0906	0.57779	0.77154	1.0	405	2	-0.0906
STK11	5	0.21631	0.32803	1.0	225	2	-0.71604	0.53827	0.64234	1.0	391	1	-0.71604
candidate558	10	0.21854	0.40967	1.0	226	3	0.43995	0.013354	0.056729	0.736584	32	5	0.43995
candidate696	10	0.22334	0.41439	1.0	227	4	-0.3372	0.62034	0.80061	1.0	417	2	-0.3372
TSSADAT1	5	0.22502	0.3319	1.0	228	2	-0.27406	0.3523	0.47915	1.0	306	2	-0.27406
candidate734	10	0.22884	0.42171	1.0	229	4	-0.41593	0.17422	0.37111	1.0	197	3	-0.41593
RPL21	10	0.23001	0.42172	1.0	230	3	0.11728	0.92871	0.94347	1.0	522	1	0.11728
candidate544	10	0.23015	0.42172	1.0	231	2	0.083301	0.0015599	0.0062933	0.459798	7	4	0.083301
HNRNPM	5	0.23044	0.33626	1.0	232	1	0.085625	0.22595	0.36822	1.0	229	2	0.085625
CADM1	5	0.23044	0.33626	1.0	233	2	-0.14031	0.74621	0.756	1.0	452	1	-0.14031
candidate592	10	0.2381	0.42983	1.0	234	4	-0.14764	0.33845	0.58451	1.0	296	3	-0.14764
AAVS1	78	0.23963	0.60726	1.0	235	23	0.011449	0.34522	0.74774	1.0	298	24	0.011449
TSSRB1	5	0.24169	0.3415	1.0	236	2	-0.1464	0.50111	0.62504	1.0	376	1	-0.1464
candidate576	8	0.24175	0.40768	1.0	237	3	0.13552	0.1525	0.31541	1.0	182	3	0.13552
candidate615	10	0.24412	0.43893	1.0	238	3	0.21465	0.033128	0.10512	0.88145	69	5	0.21465
candidate795	10	0.24752	0.44795	1.0	239	3	0.088667	0.075785	0.1949	0.957624	116	3	0.088667
candidate699	8	0.24962	0.41728	1.0	240	3	0.1858	0.7647	0.85176	1.0	459	1	0.1858
BCL2L1	4	0.25018	0.33469	1.0	241	1	0.33306	0.0059074	0.020365	0.610245	20	2	0.33306
candidate948	10	0.25045	0.45216	1.0	242	3	-0.02708	0.85141	0.91897	1.0	495	1	-0.02708
TSSSTK11	5	0.25478	0.35378	1.0	243	2	0.98957	0.0012764	0.0034314	0.394444	5	3	0.98957
candidate901	10	0.25834	0.46398	1.0	244	2	-0.062897	0.98923	0.9927	1.0	542	0	-0.062897
candidate596	10	0.25834	0.46398	1.0	245	2	-0.1234	0.95251	0.95578	1.0	529	1	-0.1234
